N;P;K;temperature;humidity;ph;rainfall;label
23;75;25;3107508973;4719847683;7,07717E+15;9131256412;guizante
32;70;20;2089342749;4624856523;6208843215;1955697875;guizante
28;59;22;3090607799;5279913039;705181629;1,70992E+16;guizante
5;62;23;279348279;6645457122;4722222454;1453728801;guizante
36;67;25;3595176642;3652780776;6,41806E+15;1360456753;guizante
1;66;23;1954317155;5692831399;4803564468;1731686574;guizante
24;73;20;1963736208;3231528909;4608695247;1764134092;guizante
17;67;18;312192752;5646868874;5,61151E+15;1,29203E+16;guizante
5;55;18;3350876355;4570976142;7,3221E+15;1266738117;guizante
5;56;24;2480710166;4501110015;5023115055;1884928637;guizante
37;77;17;3620970524;3194550613;5617122801;1910658531;guizante
13;73;20;3050420876;3548885969;5,39156E+15;1,62593E+16;guizante
6;63;23;2601630259;4994704718;5906596905;1,60334E+16;guizante
16;77;22;3148469278;356395615;6574209678;100546816;guizante
25;64;20;3315122581;3245974539;4,80778E+15;1,05038E+16;guizante
34;75;24;2350222822;5129019509;4,76004E+15;1923023991;guizante
20;77;23;3487248659;3883786012;5180271502;1,4825E+16;guizante
35;80;25;2809269012;4493322042;4895927306;1971144011;guizante
14;75;24;2454757829;573414485;6436160044;1183606557;guizante
36;80;21;3364769646;4841490082;7066087261;1004673278;guizante
7;77;18;205591255;6054880693;6,65592E+15;1910895109;guizante
29;78;25;1995991719;5933157782;5,98285E+15;195787103;guizante
30;60;21;2887667593;624901206;5,45787E+15;1822688175;guizante
20;74;16;3604353699;4361444121;4759490199;1598938645;guizante
19;57;23;236734328;472879691;7342409555;1,41125E+16;guizante
3;60;19;2574679443;407192594;4,82079E+15;1007791633;guizante
5;77;19;3108564994;6668832981;6242052013;1759303271;guizante
5;68;20;1872987676;6133186249;5001038726;1398710041;guizante
37;73;21;2950304807;6346513414;5,56022E+15;1895208915;guizante
9;59;24;2043517772;3937252634;4747352458;1,37228E+16;guizante
20;72;15;3600415838;5601334416;7313517308;1348596466;guizante
31;56;23;3146846241;3539454002;5661826398;1745723999;guizante
0;70;21;3630049702;5603021253;4672437054;1016073988;guizante
21;74;15;2949096726;6710604388;6471862118;1532504506;guizante
13;67;18;305753044;3475591197;5,38476E+15;1775764304;guizante
27;74;20;2469487673;5996669215;5,85981E+16;9195792434;guizante
29;72;24;2317409556;3667847052;6962386495;1625931264;guizante
5;68;20;1904380471;3310695144;612166671;1553705624;guizante
39;57;19;2932379604;4593248374;6421748487;1654113371;guizante
22;62;16;346455408;5432342534;4828936119;1809009998;guizante
18;55;23;219989826;5631006755;698571967;1,36827E+16;guizante
39;77;21;2299774444;6024218572;4603563116;159689339;guizante
13;75;20;3055992394;3529006485;6979540061;1788998611;guizante
27;71;24;3146417866;4817631461;7064973419;1,65405E+16;guizante
26;64;22;2595058595;4058227261;516516459;1091821183;guizante
23;55;16;2101142393;6969141302;5111488821;1852039114;guizante
4;69;19;1925100056;4770351758;5374358869;149063196;guizante
20;67;19;1924462755;5054495302;5671419084;1806465282;guizante
7;74;17;2247253208;6256532471;5,66742E+15;9674706956;guizante
17;64;18;3675087487;5825799145;607938452;1246028153;guizante
35;71;17;2989286629;6635375127;6,93192E+15;1981403003;guizante
11;72;22;2937735586;4482294584;6842744374;17240168;guizante
20;60;22;2965052947;4289833235;6,87657E+15;1869226052;guizante
10;71;18;1954284889;6634777265;6151029296;1,73111E+16;guizante
33;61;24;2004611791;4893905624;4567446499;1224564203;guizante
3;49;18;2791095209;6470930606;3692863601;3267891866;Frijol makusta
22;59;23;2732220619;5127868781;4371745575;365037914;Frijol makusta
36;58;25;2866024187;593189118;8,39914E+15;3692629678;Frijol makusta
4;43;18;2902955344;6109387478;8840656256;7298016599;Frijol makusta
29;54;16;2778031515;5465030015;8153022903;3205025323;Frijol makusta
32;43;22;3199928579;541077461;5270749441;716266696;Frijol makusta
14;55;15;2733580911;5527755933;8050304395;7344775287;Frijol makusta
5;35;20;2892952635;5357014709;9679240873;6635634104;Frijol makusta
25;57;24;2765472156;5859986279;6974978386;3694255012;Frijol makusta
11;53;24;2852396666;5577264351;739389918;6132935611;Frijol makusta
40;49;17;3102215872;4589239456;668727523;5356783314;Frijol makusta
38;56;25;2574095321;4538497051;788118645;6743488235;Frijol makusta
27;43;23;3170447482;5685420099;5875333778;4494317432;Frijol makusta
24;38;22;2447876451;5851663927;8202706015;3496933295;Frijol makusta
23;45;21;3146511256;5179939437;8985348193;7444330654;Frijol makusta
29;57;20;2560973447;507330069;587707519;5339249517;Frijol makusta
31;35;23;3030260453;4718283631;7707595055;6804039813;Frijol makusta
0;55;25;2817489437;436672299;4524171562;4578172762;Frijol makusta
7;45;22;2550634557;448302551;9926212291;7432635105;Frijol makusta
17;58;25;3112896766;4358788762;6455592696;3276742894;Frijol makusta
11;44;17;2634043268;5559160391;8016210782;351051197;Frijol makusta
22;49;22;2823494706;615620517;371105919;7266666443;Frijol makusta
9;51;19;2704453473;4932609633;549091063;4825207759;Frijol makusta
28;48;15;2516125354;5525435777;9254089438;4089732789;Frijol makusta
26;50;19;273179125;5166921088;6005242945;3255919573;Frijol makusta
36;56;20;254123765;4966474269;7437078236;3187416982;Frijol makusta
8;60;18;3121629982;4601868196;3808429173;531205277;Frijol makusta
24;37;21;30573999;5822686794;5818219385;6274803826;Frijol makusta
22;43;24;2542517036;5,32208E+15;452363558;4619374559;Frijol makusta
36;43;24;2709400578;4365305437;3510404312;4153749535;Frijol makusta
22;44;24;2430935081;5632938343;6030447288;5899536268;Frijol makusta
17;43;22;3006142622;4590067655;5,49834E+15;410550915;Frijol makusta
8;45;15;2809568993;6,09835E+15;461136408;3384110759;Frijol makusta
7;56;23;2633908791;4000933429;5,54522E+15;5550429227;Frijol makusta
36;57;16;2861409059;5714218792;8,29288E+15;5702891698;Frijol makusta
11;45;19;2870012137;44359648;3828031463;4411622138;Frijol makusta
6;36;22;2421610338;5979236306;8869532817;4224783476;Frijol makusta
17;57;20;2850677929;4520094476;3793575185;661761456;Frijol makusta
4;47;20;2597948991;6495585424;4193189124;7219245835;Frijol makusta
9;49;16;3088482722;4136561835;7,66154E+15;55053805;Frijol makusta
25;51;24;255042419;6166852372;9392694614;6507981523;Frijol makusta
36;44;21;2512528913;5133189406;4516154055;3848678973;Frijol makusta
21;38;20;2710508014;6356791363;5794289715;6220279647;Frijol makusta
37;57;20;311006247;4482069159;7354286985;7079934452;Frijol makusta
32;48;18;2645707778;5640226277;5993513566;6416167699;Frijol makusta
29;44;20;3004132304;6356222995;8620107545;3183192392;Frijol makusta
25;51;18;2777799528;5482130787;945949344;5028438729;Frijol makusta
10;44;24;3099256944;4302151392;80344125;5827600682;Frijol makusta
23;35;18;264908332;4736534833;5414492777;3699362831;Frijol makusta
9;60;23;3196987867;5717377029;6,276E+16;6425520357;Frijol makusta
3;58;21;2536140526;4682652785;9,16069E+15;5560523179;Frijol makusta
22;42;22;2554249137;5696640758;7887658711;4846797044;Frijol makusta
12;39;21;2899319096;6285948245;8183844843;704713043;Frijol makusta
39;36;22;2934317422;6050320928;9072011412;3403335472;Frijol makusta
32;41;16;2863618921;6139451307;7702287236;6854877876;Frijol makusta
30;41;15;2483206631;4417085032;588509677;520810886;Frijol makusta
19;36;22;2544689075;5855363573;616496284;5704826619;Frijol makusta
4;46;15;3101274943;6240392519;3504752314;6377192383;Frijol makusta
21;39;20;2706179658;523003173;7,38801E+15;6074583498;Frijol makusta
35;57;25;270956288;4226206161;8340398059;7,11271E+15;Frijol makusta
22;55;24;2856800579;5730636014;866077954;6453027638;Frijol makusta
35;51;17;2879929247;4984213387;3558822825;4085534718;Frijol makusta
17;56;17;2794293692;4541393636;59565851;6966289997;Frijol makusta
28;57;17;3047757686;6158245338;9416003106;6186633917;Frijol makusta
22;36;16;3058139475;5077148138;818422855;6458559639;Frijol makusta
11;41;19;2685911286;4181420849;5131779302;4413827124;Frijol makusta
38;38;18;2631051759;6118749126;6,29413E+15;3573403813;Frijol makusta
23;37;24;2877833449;442252605;7991902443;3395825723;Frijol makusta
25;35;20;2890245417;4335365671;8923095695;7190018566;Frijol makusta
40;45;20;2937687468;5769622912;6878498176;3834303462;Frijol makusta
23;58;19;2417093241;5825204566;5,24363E+15;5918953429;Frijol makusta
2;56;23;2665333029;5979023382;7550090941;3691852635;Frijol makusta
3;56;17;2819912143;5350567601;8,70929E+15;5213580529;Frijol makusta
26;51;25;2876488954;5262741529;7,79251E+15;5521606732;Frijol makusta
39;42;20;293499706;6125353851;8,05591E+15;4082840673;Frijol makusta
27;59;20;2800937423;5260950014;4397698806;3601203025;Frijol makusta
24;45;19;2685851927;488246387;5,95238E+16;347426459;Frijol makusta
7;40;17;312123945;4092604945;8,53208E+15;5378769958;Frijol makusta
15;45;23;2420422636;6143378674;7224193642;460203959;Frijol makusta
26;52;23;2998835437;4960384796;4931890506;5292929636;Frijol makusta
20;45;16;2993964907;5461813464;4626212446;4543669946;Frijol makusta
34;54;24;312119298;4155934359;5026003659;6880141783;Frijol makusta
19;51;25;2680474415;4823991436;35253661;4387801983;Frijol makusta
29;41;21;3149398069;6284916863;886979671;6456807592;Frijol makusta
20;50;22;3099694676;4642693735;9,40689E+15;3831597852;Frijol makusta
11;40;23;2961253065;6304749127;580428611;501978269;Frijol makusta
15;54;15;2997604322;5703184356;835495812;4486052932;Frijol makusta
35;55;22;3088883074;5262696801;8634929739;5551932414;Frijol makusta
9;59;25;3039321309;6016299493;7699200949;3537493212;Frijol makusta
40;45;18;3043683729;5520522037;5261285926;3092014047;Frijol makusta
35;38;19;2532688786;6318180319;9112771682;3271129281;Frijol makusta
14;58;17;3053684308;5996664731;4605700542;3348919022;Frijol makusta
40;55;18;3038257873;405926071;7115994051;4795406479;Frijol makusta
18;36;23;2401825377;5376623369;7214078621;3503404425;Frijol makusta
35;52;15;2869841277;6114754363;993509073;6567591794;Frijol makusta
4;59;22;2933743412;4900323081;8914074888;4244054315;Frijol makusta
22;51;16;2796583691;6134900107;8639586199;7010472076;Frijol makusta
33;47;17;2486803974;4827531965;8621514073;639187654;Frijol makusta
2;51;17;2587682261;4596341933;5838508699;3853254678;Frijol makusta
16;51;21;3101963639;4,99768E+15;3532008668;3281296548;Frijol makusta
19;55;20;2743329405;8780507732;718530147;5473367631;frejol verde
8;54;20;283340432;8077275974;7034214276;387976407;frejol verde
36;55;20;2701470397;8434262707;6,63597E+15;55296354;frejol verde
10;56;16;2817432665;8104554836;6,82819E+15;3635720652;frejol verde
22;56;17;2987888063;8732761241;689077995;4475215854;frejol verde
9;57;24;2989232778;8971503316;7,16512E+15;4299498978;frejol verde
34;59;23;2856212158;8324855855;6935804256;5648265193;frejol verde
31;51;25;2753592929;8,55702E+15;7196774236;5301899249;frejol verde
0;49;18;2968361658;8793598094;6990095452;4182490236;frejol verde
21;39;20;2814448546;821193047;7,06478E+15;4675690086;frejol verde
28;35;22;2953037621;8673346018;7156563094;5987232071;frejol verde
17;52;17;2788352946;8645147631;6364967184;4464407105;frejol verde
24;42;23;2822471276;8235916228;6428054409;4401206619;frejol verde
28;46;16;29008124;8496089355;6664187809;4591011391;frejol verde
21;38;21;2975538903;8645193297;6637677489;3754602719;frejol verde
34;60;25;2978416743;8516906976;679385576;4077872823;frejol verde
19;53;22;278640132;804513142;6,85288E+15;4283053902;frejol verde
31;58;15;2711026483;8496771717;7121571293;5152617423;frejol verde
19;35;24;2711030369;8364274107;6883308033;4911964582;frejol verde
24;53;17;2895451232;8907866095;6421271178;5765901369;frejol verde
13;47;20;2921780035;8793724219;654450214;431386631;frejol verde
31;53;16;287420098;8581675947;6452006451;4854598575;frejol verde
28;45;23;2965021184;8029868321;6489259136;5676278363;frejol verde
31;37;21;2723924995;86404241;6713410626;3731236904;frejol verde
33;60;15;2895172351;8167085323;6510840928;5651103293;frejol verde
34;45;21;2818837136;8260629652;6,28738E+16;3701110438;frejol verde
13;57;25;2830041493;8620681554;686308576;5047333854;frejol verde
33;57;17;2789636126;8871782287;678415271;5779863368;frejol verde
32;57;22;286899851;8750436797;6,76942E+15;4456598352;frejol verde
23;59;25;2,78263E+16;8873100226;6320768488;5668833819;frejol verde
35;41;18;2870562673;8159200689;6,70501E+16;5987065439;frejol verde
6;48;24;286362812;8461431076;6790736339;4848319335;frejol verde
29;36;25;2828511547;884393979;7,13028E+15;4856690235;frejol verde
4;36;22;2760887393;8613316408;7,01274E+15;4380041104;frejol verde
10;59;22;2860901145;8699495766;7,15569E+16;3694616965;frejol verde
14;48;21;2924598976;8480084105;6991242362;5343228915;frejol verde
8;50;21;2862911222;8,91148E+15;6218923893;5049913241;frejol verde
20;40;15;2957329479;8807505524;7,1995E+15;4504467075;frejol verde
36;43;22;2782684262;8716679147;6,38988E+16;5837249772;frejol verde
14;57;15;298757015;8314796296;6623438282;4012044158;frejol verde
11;60;23;2733684386;8850229102;7,03301E+15;5109802625;frejol verde
10;59;15;2983040388;8930428305;632400451;5886687093;frejol verde
7;60;25;282753171;8276020821;6397636709;5604995423;frejol verde
2;47;15;2986860065;8599127934;6401455706;5841394143;frejol verde
20;45;22;295888162;899939693;6904587016;5496121262;frejol verde
2;39;15;2807219563;829116472;6478557136;4961865305;frejol verde
27;40;24;2784026517;8999615558;7063022095;5284626009;frejol verde
35;48;15;2710818093;8,74513E+15;6,98176E+15;5503723979;frejol verde
4;59;25;2768515114;8194268594;6227134139;5462243308;frejol verde
1;48;24;2934594634;8560472562;6232836962;5903629954;frejol verde
36;43;21;2836319404;848593608;7140437859;5293031105;frejol verde
11;46;24;2765280218;8980650642;6459252023;5652558045;frejol verde
34;47;19;2731372793;8544815232;6,5688E+16;5315223123;frejol verde
21;44;18;2706909959;8689934108;712851089;5046746116;frejol verde
17;58;20;2806642822;8591625451;642937879;3923831035;frejol verde
25;40;21;2773329078;8113903037;6248900919;4417580911;frejol verde
2;38;18;2753632932;8992908171;6,61989E+15;4548591922;frejol verde
9;48;20;2966461594;8428187572;6,37757E+15;5609542002;frejol verde
37;49;25;2,99145E+16;8585384444;6415459592;4139081525;frejol verde
36;38;15;2836363858;8759810657;6,32066E+16;5799524359;frejol verde
40;58;15;2946416042;8760890009;6,9784E+15;4315411472;frejol verde
30;44;16;2973013036;8289166381;6,44234E+15;5091511275;frejol verde
1;59;23;2746852989;8717649;7184398832;4378420984;frejol verde
9;48;22;2777076285;8709979549;6402926221;4950812624;frejol verde
14;41;17;2912939524;8848312598;7085982325;3645012824;frejol verde
35;52;19;2710606808;8989593328;6698574085;3745680611;frejol verde
31;48;17;2888078945;8694206817;6594739424;5379732545;frejol verde
4;41;20;2814720892;838001509;6647965508;3744800463;frejol verde
30;37;25;2989129144;8014487166;7120032489;547960127;frejol verde
9;35;20;2741503453;8098004661;691380932;4053173216;frejol verde
20;41;20;2927308605;894875022;7073048264;509246554;frejol verde
37;50;23;2965296893;8848587386;65304707;5601913159;frejol verde
34;35;21;2844524991;8267639542;6684381357;5818713162;frejol verde
14;37;15;2796235681;8397586797;6581351374;489366954;frejol verde
23;39;22;2925649321;8197952224;686483915;4202483277;frejol verde
5;45;21;2836291385;8800989267;6,48712E+15;4305130077;frejol verde
22;37;20;2762749466;8649366929;6,60573E+15;3926137642;frejol verde
40;51;17;2866086349;8612194568;6,8606E+15;5001534317;frejol verde
27;56;20;292114218;8711497805;641874299;5153848218;frejol verde
31;40;22;2940889385;8616063492;6365513634;5335486977;frejol verde
38;36;21;2802952623;848845732;6,55637E+16;3612042927;frejol verde
6;37;17;2808657178;8035005927;6,76069E+15;3814476781;frejol verde
6;47;18;2916174608;8028038146;6,71528E+15;4016545979;frejol verde
24;44;17;298596912;8003499648;6,66638E+15;5066487502;frejol verde
25;59;19;2906631494;836869203;6626629798;4395183726;frejol verde
32;56;21;2738538997;8866663953;6702772465;5829933073;frejol verde
8;45;18;2793034941;8542058715;7011030515;4325095608;frejol verde
19;39;17;292808618;818009244;6890156495;4447427436;frejol verde
39;37;15;289973145;8378911515;6821747052;5984499208;frejol verde
33;37;19;2792678579;865543196;7183189922;434826194;frejol verde
26;54;17;285474135;889570454;627258822;494897245;frejol verde
21;51;15;2936488409;891886954;6679127482;4830159325;frejol verde
22;54;20;2856149805;8363802195;6689825155;41013132;frejol verde
29;45;16;2843683487;8791332682;6583381939;4312063289;frejol verde
4;40;21;2879728147;8045744422;6725551062;4430070517;frejol verde
10;37;22;287275267;8912760359;7,06975E+16;5852974279;frejol verde
4;44;19;2795639663;8352706038;6,92199E+15;4325726752;frejol verde
20;45;17;2817458662;8369659318;6770955317;372464655;frejol verde
23;45;23;2877653519;8669133979;6983130466;5612443206;frejol verde
25;48;21;28438097;8348991368;6267684328;5255469976;frejol verde
56;79;15;2948439992;6319915325;7454532137;7189090748;Frejol Negro
25;62;21;2673433965;6813999721;7040056094;6715096376;Frejol Negro
42;61;22;2627274407;6228814857;7418650668;7023207557;Frejol Negro
42;73;25;3403679184;6721113844;6501869314;7323573601;Frejol Negro
44;58;18;2803644051;6506601664;6,81441E+15;7249507741;Frejol Negro
50;55;16;2881460716;6533538112;7581442888;6226242533;Frejol Negro
35;72;21;3403619494;6428791388;7741418772;6685510868;Frejol Negro
30;64;20;338642935;6157072498;6573531614;6802199825;Frejol Negro
27;64;21;3284213012;6868401492;7,5438E+15;7367166182;Frejol Negro
50;74;17;2710053268;6336085585;65408208;7384949872;Frejol Negro
39;73;24;2565842532;6118235808;722405917;6928607828;Frejol Negro
57;67;25;3234744009;6661452812;7551364319;6455882254;Frejol Negro
52;63;19;2958949031;6832176769;6928898659;6753021213;Frejol Negro
55;66;22;3091219459;6879427388;7,74778E+15;6663830637;Frejol Negro
51;56;18;2812787838;642097765;6706505915;7086340755;Frejol Negro
36;66;15;3008545364;6934811988;6668238556;671367443;Frejol Negro
59;55;19;3174379487;6251007687;7332375138;6897097538;Frejol Negro
50;58;23;2781326852;6250460464;7596802025;6975555541;Frejol Negro
30;65;25;3288733849;6459457409;770650895;7150569456;Frejol Negro
20;62;18;2936358721;6498742947;7366542647;6191208707;Frejol Negro
58;71;15;2782592799;6,75862E+15;6919243702;7401229707;Frejol Negro
25;71;24;2849538735;6044848407;7,18772E+15;7491559514;Frejol Negro
52;71;16;2774274761;6853997144;7,07589E+16;7178615328;Frejol Negro
40;63;18;3041588462;6766323804;674441168;6302473185;Frejol Negro
20;60;25;273254209;6909047809;6,72647E+15;6119250859;Frejol Negro
48;61;21;3028496619;6169295127;6628264883;6562859526;Frejol Negro
49;68;22;2856840626;6153278622;7127064207;6349726331;Frejol Negro
48;62;15;2536586097;666379724;7,53863E+15;6581655892;Frejol Negro
32;66;17;349466155;6526774011;7162357641;701415139;Frejol Negro
21;63;22;2509737391;6772837887;6,85941E+15;7461649888;Frejol Negro
20;72;19;3247648301;6434848735;7397190844;6,58205E+15;Frejol Negro
25;65;21;3386351172;6859232289;6880245789;6924464096;Frejol Negro
41;78;21;2519857725;6037332688;6581313137;7088787207;Frejol Negro
53;67;17;3177681682;6901852894;7296972161;6146892873;Frejol Negro
39;60;21;3489814946;6359948557;697297656;6472797143;Frejol Negro
25;76;17;3174105409;6863525428;7241148507;623061735;Frejol Negro
21;78;19;2716159076;6676017239;692009048;6985112265;Frejol Negro
57;60;17;2623773129;6788521396;7504608385;7358663968;Frejol Negro
56;75;15;3020157245;6006534859;7152272256;6637171179;Frejol Negro
49;72;15;3155846339;6783563765;7137004749;7486960831;Frejol Negro
24;80;19;2967892453;690854554;6,80804E+16;6566436565;Frejol Negro
49;76;18;2705365239;677017527;7393631868;604693835;Frejol Negro
28;68;19;3463880966;6138597868;769950698;7243169115;Frejol Negro
55;78;21;3339438752;6293692886;6,60289E+16;6357445989;Frejol Negro
50;64;25;2884079155;6337230676;6734447425;7025496749;Frejol Negro
34;80;19;3149338309;630563645;6521217963;7148327008;Frejol Negro
20;68;23;2554960633;6395425534;7707332484;631830529;Frejol Negro
55;67;16;3437329112;6969366426;6596719015;7027184748;Frejol Negro
23;70;15;3,46008E+16;6311296779;7403623355;6041790253;Frejol Negro
53;74;15;2943463808;6494329356;7517097;7217818157;Frejol Negro
26;67;16;2910713092;6790577375;717620823;6783345933;Frejol Negro
33;80;22;2857006111;6571765781;6593961761;700866434;Frejol Negro
37;79;19;2754384835;693478631;7143942758;6940878198;Frejol Negro
33;75;21;3304687968;6893875631;6690655045;6230278274;Frejol Negro
22;55;20;3395309131;6996100028;7423530351;6116350463;Frejol Negro
20;68;17;3011873003;6011680815;6,57871E+15;7172980375;Frejol Negro
43;68;20;2957812712;6617587668;7497469256;6943895491;Frejol Negro
44;76;22;2726458947;6801232937;7,77531E+15;6891754359;Frejol Negro
34;60;16;3135730791;6424992106;7,32256E+15;6385668948;Frejol Negro
21;72;17;3152104732;6655723677;7580527339;6171111448;Frejol Negro
25;68;19;2939982732;6425510719;7,10845E+16;6747677295;Frejol Negro
41;62;15;2938400259;6414928485;7358974541;6524194361;Frejol Negro
28;65;23;2838686534;6188871127;7405176138;7424459122;Frejol Negro
35;64;15;2847442276;6353604453;6500144962;695274407;Frejol Negro
52;58;16;3064095781;6114508627;7167435834;7136947525;Frejol Negro
58;75;25;2525596239;6136669662;7261791753;6864685069;Frejol Negro
34;66;19;3297030511;6018122078;7586642101;7344678678;Frejol Negro
52;70;16;3366855394;6660416867;7,53481E+15;6732520551;Frejol Negro
23;57;19;3283963757;6799803573;7251000789;7340452716;Frejol Negro
42;58;25;2745853567;6290020977;6,51362E+15;6946020927;Frejol Negro
37;62;17;2568576704;6984354028;7121254928;7462068748;Frejol Negro
44;75;22;300328403;6414800537;7574561547;7121006868;Frejol Negro
21;80;20;2820667264;6827085245;7350869792;6432887142;Frejol Negro
56;76;16;2827265858;6118956161;7,51315E+16;6329900785;Frejol Negro
29;76;15;2,85417E+16;642020154;7,02561E+16;6968862306;Frejol Negro
43;61;20;2687187036;6161367264;6804253866;6351822045;Frejol Negro
55;60;15;3279766751;6877994074;7163043872;6411411069;Frejol Negro
44;63;15;2642333018;6451136845;7338929556;6346546487;Frejol Negro
29;67;21;2979181107;6338789228;6621323612;6302169909;Frejol Negro
47;63;16;2744003279;6710464369;6661870999;7250669768;Frejol Negro
40;68;17;341262979;6514877461;7733149554;7040795007;Frejol Negro
58;61;15;3094908189;6423364112;7402891666;6278730907;Frejol Negro
41;74;18;2875751783;6102701476;6,59915E+15;7337686831;Frejol Negro
58;79;17;2724766491;6610123083;704174124;6231842057;Frejol Negro
27;62;24;2863005477;66770943;7353876754;622737345;Frejol Negro
27;60;17;2641768321;6364698302;7,0268E+16;6442177127;Frejol Negro
52;65;20;3281705216;6615665137;6814301033;6883924882;Frejol Negro
44;55;25;296321052;6591359954;742160832;7116331975;Frejol Negro
21;62;24;3349077065;6273317204;6,84738E+16;6545328463;Frejol Negro
60;59;22;3186847286;6674217464;7191522601;7422238583;Frejol Negro
33;77;21;3032992227;6562971858;701285529;7164631281;Frejol Negro
59;58;17;28546224;6631394098;7368318809;6283469851;Frejol Negro
29;63;17;3002629908;6788811637;726154329;6647264636;Frejol Negro
59;63;18;3165531175;6013263713;652669158;6669096751;Frejol Negro
29;70;15;3033499674;6354718862;6872594461;7416699119;Frejol Negro
58;73;16;3336984395;6567718163;6874142175;6489517488;Frejol Negro
55;77;22;314345059;6299303471;776061831;6477651469;Frejol Negro
42;79;23;2771678273;6329103387;6781841984;6856507978;Frejol Negro
44;77;21;3263918668;613009051;7326980454;6183876146;Frejol Negro
38;62;25;327477393;6777954584;7453975408;6337784443;Frejol Negro
32;76;15;2805153602;6349802189;7,60411E+15;4335795377;lentejas
13;61;22;1944084326;6327771461;7728832424;4683130119;lentejas
38;60;20;2984823072;6063872613;7491217102;4680452595;lentejas
11;74;17;2136383757;6992375891;6633864582;466352865;lentejas
37;71;16;2628663931;6851966729;7324863481;4613833007;lentejas
29;71;18;2217499963;6213873825;6410441476;5346622584;lentejas
2;72;18;2657597546;6097876599;7836719564;5089110726;lentejas
6;59;21;2658972517;6614007674;6139215944;5090994463;lentejas
13;64;20;191345771;6257526895;6590571088;3646946971;lentejas
8;58;17;2875273118;6915640149;7,28605E+15;3515426171;lentejas
6;77;20;2578746268;602816298;6058306161;4914337177;lentejas
2;75;22;2389271875;6178779413;6658605362;5255730112;lentejas
3;69;23;2867408774;6318832976;7299360767;4296018627;lentejas
27;80;24;2842062847;6177336343;7815210661;4902366803;lentejas
39;78;15;2135499456;6260136323;5925391795;4178219834;lentejas
40;79;17;2112695586;6318738532;6403683619;3871834464;lentejas
37;62;22;2402037872;6162313345;7397546271;4978102578;lentejas
31;60;24;2540474421;658567539;7722335992;5192057267;lentejas
22;67;22;2903017561;6449166566;7475926645;5,49394E+15;lentejas
3;78;18;2021368219;6865257685;6887130053;5089732989;lentejas
4;80;16;2919585548;6801965728;7441976825;4493261911;lentejas
13;61;24;1829783597;696897615;7,62991E+15;4939111479;lentejas
12;66;20;2741434987;6341785982;7336117221;4443177543;lentejas
4;61;21;2484063998;6009116626;675020529;4877790371;lentejas
9;60;21;2994413861;6731323084;752178027;4037113729;lentejas
18;66;22;2587990287;6755109024;6347379185;4789645224;lentejas
32;56;18;200467711;6584395319;7,13525E+15;4605333124;lentejas
6;72;15;2299451999;6670897237;7670178119;5449044154;lentejas
15;77;20;2513163619;6692642362;7399749291;4904015558;lentejas
0;65;24;2849584395;6244616219;7841496029;5314531023;lentejas
30;79;22;1828766124;6948515056;6254216611;4860449438;lentejas
3;63;16;2438041875;6118458224;6,86888E+15;5313946695;lentejas
2;78;23;2131852148;6643934593;7320514721;4542616802;lentejas
10;78;18;1854141834;6270637578;6296976913;4407819743;lentejas
14;67;25;2528710601;6085993533;7241151936;4937369982;lentejas
39;65;23;2543459777;6912613376;7685959305;4102682925;lentejas
19;72;15;2883600962;6976112921;6890760124;4408562546;lentejas
18;57;21;2737659643;6393927841;6155915975;4947371773;lentejas
31;58;15;2831886863;6019461399;6,16786E+15;4536521251;lentejas
28;58;25;274818649;6204814951;6861640036;3781123974;lentejas
5;65;19;1828072173;6810365387;6978361689;4880253285;lentejas
16;65;19;2761204997;6929786244;7043160241;4272374404;lentejas
34;65;19;2343974653;6322011726;594239222;4540277297;lentejas
14;69;19;2095628486;6368128841;7239455147;5239881209;lentejas
22;55;16;237937153;6803209183;6516317561;4973922097;lentejas
24;61;17;226371424;6544544859;6233269045;3830411077;lentejas
2;79;15;2153577883;6547227704;7505283615;3575107592;lentejas
26;63;17;2987854588;6573085206;6950300686;4495654782;lentejas
27;61;15;252653291;6710004577;6958054839;4833941188;lentejas
24;70;16;2517885316;6893307305;654803469;3503484812;lentejas
13;74;25;2412192608;6109533545;6461618577;4423629285;lentejas
6;64;23;2333565221;6740460704;7065264073;3618678721;lentejas
12;58;23;2174600081;6339503184;6,76509E+15;5043306085;lentejas
32;79;22;2760195453;6346170674;591645379;5437814199;lentejas
6;68;18;24388717;6250453062;6,71134E+15;4726052494;lentejas
10;79;20;2498287462;66895409;6379881442;3821370568;lentejas
38;77;22;28234829;693159965;6,31328E+15;3536831423;lentejas
17;74;17;2603026959;6955863145;7393210848;3711395801;lentejas
26;68;24;2804849594;6407691942;7504930973;3715824966;lentejas
23;75;17;2487425505;6400213929;7198076286;4828137482;lentejas
32;78;22;2397081395;6235557553;7007037515;5340906048;lentejas
19;79;19;2006003985;6776252583;6677262562;4289509057;lentejas
22;60;18;1959221047;6128633405;674398035;417704893;lentejas
28;69;16;2977013109;6629327012;6,54736E+15;3569674138;lentejas
1;67;21;2752135365;6053657684;6551577598;4806491307;lentejas
12;67;23;2562896213;6314909763;6,58502E+15;4549683991;lentejas
36;67;20;2039078312;6047528931;6,92404E+15;5331508572;lentejas
28;70;21;2539038396;604989659;7437373666;3918374505;lentejas
12;71;19;2491079638;6071367427;7,14261E+15;4219740397;lentejas
